,denominador,numerador,Frequência,P-value,Qtd_1_Denom,Qtd_0_Demon,D0N0,D0N1,D1N0,D1N1
6363,DN4 - Escovação,D50,0.25,0.000223631,4,115,114,1,3,1
6367,Desempregado,D51,0.04,0.039655629,25,105,105,0,24,1
6368,Licenca_Medica,D51,0.055555556,0.011530428,18,114,114,0,17,1
NA.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6387,D15,D51,0.142857143,1.64E-05,7,129,129,0,6,1
6388,D16,D51,0.05,0.015639469,20,116,116,0,19,1
6392,D2,D51,0.125,5.95E-05,8,128,128,0,7,1
6408,D34,D51,0.333333333,2.34E-11,3,133,133,0,2,1
6409,D35,D51,0.5,2.11E-16,2,134,134,0,1,1
6411,D37,D51,0.045454545,0.022325957,22,114,114,0,21,1
6414,D4,D51,0.25,8.13E-09,4,132,132,0,3,1
6425,D5,D51,0.333333333,2.34E-11,3,133,133,0,2,1
6427,D51,D51,1,2.00E-31,1,135,135,0,0,1
6430,D9,D51,1,2.00E-31,1,135,135,0,0,1
6437,RMDQ7_v1,D51,0.05,0.026984377,20,97,97,0,19,1
6439,RMDQ9_v1,D51,0.055555556,0.018508014,18,99,99,0,17,1
6440,RMDQ10_v1,D51,0.045454545,0.036891632,22,95,95,0,21,1
6441,RMDQ11_v1,D51,0.043478261,0.042324283,23,94,94,0,22,1
6442,RMDQ12_v1,D51,0.045454545,0.036891632,22,95,95,0,21,1
6443,RMDQ13_v1,D51,0.045454545,0.036891632,22,95,95,0,21,1
6445,RMDQ15_v1,D51,0.066666667,0.008821462,15,102,102,0,14,1
6446,RMDQ16_v1,D51,0.052631579,0.022556252,19,98,98,0,18,1
6447,RMDQ17_v1,D51,0.045454545,0.036891632,22,95,95,0,21,1
6448,RMDQ18_v1,D51,0.05,0.026984377,20,97,97,0,19,1
6449,RMDQ19_v1,D51,0.0625,0.011626735,16,101,101,0,15,1
6450,RMDQ20_v1,D51,0.047619048,0.031770515,21,96,96,0,20,1
6451,RMDQ21_v1,D51,0.041666667,0.04804517,24,93,93,0,23,1
6452,RMDQ22_v1,D51,0.05,0.026984377,20,97,97,0,19,1
6453,RMDQ23_v1,D51,0.052631579,0.022556252,19,98,98,0,18,1
6454,RMDQ24_v1,D51,0.052631579,0.022556252,19,98,98,0,18,1
6461,DN4 - Coceira,D51,0.166666667,1.31E-05,6,113,113,0,5,1
6462,DH4 - Hipoestesia ao toque,D51,0.2,1.63E-06,5,114,114,0,4,1
6463,DN4 - Hipoestesia a picada de agulha,D51,0.2,1.63E-06,5,114,114,0,4,1
6464,DN4 - Escovação,D51,0.25,7.26E-08,4,115,115,0,3,1
NA.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6509,D34,D52,0.333333333,3.55E-06,3,133,132,1,2,1
6518,D42,D52,0.333333333,3.55E-06,3,133,132,1,2,1
6519,D43,D52,0.333333333,3.55E-06,3,133,132,1,2,1
6527,D50,D52,0.5,9.25E-09,2,134,133,1,1,1
6529,D52,D52,1,2.00E-31,2,134,134,0,0,2
6530,D53,D52,0.5,9.25E-09,2,134,133,1,1,1
6538,RMDQ7_v1,D52,0.05,0.026984377,20,97,97,0,19,1
6543,RMDQ12_v1,D52,0.045454545,0.036891632,22,95,95,0,21,1
6563,DH4 - Hipoestesia ao toque,D52,0.2,0.001130826,5,114,113,1,4,1
6564,DN4 - Hipoestesia a picada de agulha,D52,0.2,0.001130826,5,114,113,1,4,1
6565,DN4 - Escovação,D52,0.25,0.000223631,4,115,114,1,3,1
NA.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6594,D2,D53,0.125,0.007554332,8,128,127,1,7,1
6595,D20,D53,0.125,0.007554332,8,128,127,1,7,1
6596,D21,D53,0.142857143,0.003826379,7,129,128,1,6,1
6603,D28,D53,0.166666667,0.001562412,6,130,129,1,5,1
6610,D34,D53,0.333333333,3.55E-06,3,133,132,1,2,1
6620,D43,D53,0.666666667,2.39E-21,3,133,133,0,1,2
6628,D50,D53,0.5,9.25E-09,2,134,133,1,1,1
6630,D52,D53,0.5,9.25E-09,2,134,133,1,1,1
6631,D53,D53,1,2.00E-31,2,134,134,0,0,2
6639,RMDQ7_v1,D53,0.05,0.026984377,20,97,97,0,19,1
6641,RMDQ9_v1,D53,0.055555556,0.018508014,18,99,99,0,17,1
6642,RMDQ10_v1,D53,0.045454545,0.036891632,22,95,95,0,21,1
6643,RMDQ11_v1,D53,0.043478261,0.042324283,23,94,94,0,22,1
6644,RMDQ12_v1,D53,0.045454545,0.036891632,22,95,95,0,21,1
6645,RMDQ13_v1,D53,0.045454545,0.036891632,22,95,95,0,21,1
6648,RMDQ16_v1,D53,0.052631579,0.022556252,19,98,98,0,18,1
6652,RMDQ20_v1,D53,0.047619048,0.031770515,21,96,96,0,20,1
6653,RMDQ21_v1,D53,0.041666667,0.04804517,24,93,93,0,23,1
6656,RMDQ24_v1,D53,0.052631579,0.022556252,19,98,98,0,18,1
6658,DN4 - Sensação de frio dolorosa,D53,0.041666667,0.0468674,24,94,94,0,23,1
6664,DH4 - Hipoestesia ao toque,D53,0.2,1.63E-06,5,114,114,0,4,1
6665,DN4 - Hipoestesia a picada de agulha,D53,0.2,1.63E-06,5,114,114,0,4,1
6666,DN4 - Escovação,D53,0.25,7.26E-08,4,115,115,0,3,1
6670,Desempregado,D9,0.04,0.039655629,25,105,105,0,24,1
6671,Licenca_Medica,D9,0.055555556,0.011530428,18,114,114,0,17,1
NA.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6690,D15,D9,0.142857143,1.64E-05,7,129,129,0,6,1
6691,D16,D9,0.05,0.015639469,20,116,116,0,19,1
6695,D2,D9,0.125,5.95E-05,8,128,128,0,7,1
6711,D34,D9,0.333333333,2.34E-11,3,133,133,0,2,1
6712,D35,D9,0.5,2.11E-16,2,134,134,0,1,1
6714,D37,D9,0.045454545,0.022325957,22,114,114,0,21,1
6717,D4,D9,0.25,8.13E-09,4,132,132,0,3,1
6728,D5,D9,0.333333333,2.34E-11,3,133,133,0,2,1
6730,D51,D9,1,2.00E-31,1,135,135,0,0,1
6733,D9,D9,1,2.00E-31,1,135,135,0,0,1
6740,RMDQ7_v1,D9,0.05,0.026984377,20,97,97,0,19,1
6742,RMDQ9_v1,D9,0.055555556,0.018508014,18,99,99,0,17,1
6743,RMDQ10_v1,D9,0.045454545,0.036891632,22,95,95,0,21,1
6744,RMDQ11_v1,D9,0.043478261,0.042324283,23,94,94,0,22,1
6745,RMDQ12_v1,D9,0.045454545,0.036891632,22,95,95,0,21,1
6746,RMDQ13_v1,D9,0.045454545,0.036891632,22,95,95,0,21,1
6748,RMDQ15_v1,D9,0.066666667,0.008821462,15,102,102,0,14,1
6749,RMDQ16_v1,D9,0.052631579,0.022556252,19,98,98,0,18,1
6750,RMDQ17_v1,D9,0.045454545,0.036891632,22,95,95,0,21,1
6751,RMDQ18_v1,D9,0.05,0.026984377,20,97,97,0,19,1
6752,RMDQ19_v1,D9,0.0625,0.011626735,16,101,101,0,15,1
6753,RMDQ20_v1,D9,0.047619048,0.031770515,21,96,96,0,20,1
6754,RMDQ21_v1,D9,0.041666667,0.04804517,24,93,93,0,23,1
6755,RMDQ22_v1,D9,0.05,0.026984377,20,97,97,0,19,1
6756,RMDQ23_v1,D9,0.052631579,0.022556252,19,98,98,0,18,1
6757,RMDQ24_v1,D9,0.052631579,0.022556252,19,98,98,0,18,1
6764,DN4 - Coceira,D9,0.166666667,1.31E-05,6,113,113,0,5,1
6765,DH4 - Hipoestesia ao toque,D9,0.2,1.63E-06,5,114,114,0,4,1
6766,DN4 - Hipoestesia a picada de agulha,D9,0.2,1.63E-06,5,114,114,0,4,1
6767,DN4 - Escovação,D9,0.25,7.26E-08,4,115,115,0,3,1
6794,D18,RMDQ1_v1,0.384615385,0.016715307,12,104,66,38,7,5
6797,D20,RMDQ1_v1,0.428571429,0.000296752,6,110,70,40,3,3
6835,RMDQ1_v1,RMDQ1_v1,1,6.30E-94,85,134,134,0,0,85
6836,RMDQ2_v1,RMDQ1_v1,0.922222222,3.17E-86,90,129,127,2,7,83
6837,RMDQ3_v1,RMDQ1_v1,0.607594937,8.14E-07,78,141,104,37,30,48
6838,RMDQ4_v1,RMDQ1_v1,0.5,0.024980332,53,166,108,58,26,27
6839,RMDQ5_v1,RMDQ1_v1,0.625,2.39E-06,72,147,107,40,27,45
6840,RMDQ6_v1,RMDQ1_v1,0.535714286,0.026455748,56,163,108,55,26,30
6841,RMDQ7_v1,RMDQ1_v1,0.846153846,6.58E-10,39,180,128,52,6,33
6843,RMDQ9_v1,RMDQ1_v1,0.911764706,6.79E-11,34,185,131,54,3,31
6844,RMDQ10_v1,RMDQ1_v1,0.75,1.18E-06,40,179,124,55,10,30
6845,RMDQ11_v1,RMDQ1_v1,0.714285714,7.52E-06,42,177,122,55,12,30
6846,RMDQ12_v1,RMDQ1_v1,0.75,2.14E-07,44,175,123,52,11,33
6847,RMDQ13_v1,RMDQ1_v1,0.717391304,1.41E-06,46,173,121,52,13,33
6848,RMDQ14_v1,RMDQ1_v1,0.836734694,1.92E-12,49,170,126,44,8,41
6849,RMDQ15_v1,RMDQ1_v1,0.935483871,1.08E-10,31,188,132,56,2,29
6850,RMDQ16_v1,RMDQ1_v1,0.810810811,4.53E-08,37,182,127,55,7,30
6851,RMDQ17_v1,RMDQ1_v1,0.714285714,5.99E-07,49,170,120,50,14,35
6852,RMDQ18_v1,RMDQ1_v1,0.777777778,9.01E-07,36,183,126,57,8,28
6853,RMDQ19_v1,RMDQ1_v1,0.875,6.45E-09,32,187,130,57,4,28
6854,RMDQ20_v1,RMDQ1_v1,0.815789474,1.73E-08,38,181,127,54,7,31
6855,RMDQ21_v1,RMDQ1_v1,0.854166667,4.91E-13,48,171,127,44,7,41
6856,RMDQ22_v1,RMDQ1_v1,0.763157895,1.05E-06,38,181,125,56,9,29
6857,RMDQ23_v1,RMDQ1_v1,0.783783784,3.63E-07,37,182,126,56,8,29
6858,RMDQ24_v1,RMDQ1_v1,0.857142857,3.54E-09,35,184,129,55,5,30
6860,DN4 - Sensação de frio dolorosa,RMDQ1_v1,0.234042553,0.036360777,47,160,90,70,36,11
6864,DN4 - Adormecimento,RMDQ1_v1,0.525423729,0.008152081,58,150,100,50,27,31
6895,D18,RMDQ2_v1,0.615384615,0.002974944,12,104,65,39,4,8
6898,D20,RMDQ2_v1,0.571428571,0.00016533,6,110,67,43,2,4
6936,RMDQ1_v1,RMDQ2_v1,0.976470588,3.17E-86,85,134,127,7,2,83
6937,RMDQ2_v1,RMDQ2_v1,1,6.30E-94,90,129,129,0,0,90
6938,RMDQ3_v1,RMDQ2_v1,0.670886076,6.35E-09,78,141,104,37,25,53
6939,RMDQ4_v1,RMDQ2_v1,0.574074074,0.002816443,53,166,107,59,22,31
6940,RMDQ5_v1,RMDQ2_v1,0.680555556,7.66E-08,72,147,106,41,23,49
6941,RMDQ6_v1,RMDQ2_v1,0.553571429,0.035376337,56,163,104,59,25,31
6942,RMDQ7_v1,RMDQ2_v1,0.897435897,6.98E-11,39,180,125,55,4,35
6944,RMDQ9_v1,RMDQ2_v1,0.882352941,8.08E-09,34,185,125,60,4,30
6945,RMDQ10_v1,RMDQ2_v1,0.825,2.51E-08,40,179,122,57,7,33
6946,RMDQ11_v1,RMDQ2_v1,0.785714286,2.39E-07,42,177,120,57,9,33
6947,RMDQ12_v1,RMDQ2_v1,0.772727273,2.88E-07,44,175,119,56,10,34
6948,RMDQ13_v1,RMDQ2_v1,0.695652174,4.95E-05,46,173,115,58,14,32
6949,RMDQ14_v1,RMDQ2_v1,0.918367347,2.05E-15,49,170,125,45,4,45
6950,RMDQ15_v1,RMDQ2_v1,0.935483871,1.04E-09,31,188,127,61,2,29
6951,RMDQ16_v1,RMDQ2_v1,0.810810811,3.53E-07,37,182,122,60,7,30
6952,RMDQ17_v1,RMDQ2_v1,0.755102041,1.62E-07,49,170,117,53,12,37
6953,RMDQ18_v1,RMDQ2_v1,0.888888889,1.25E-09,36,183,125,58,4,32
6954,RMDQ19_v1,RMDQ2_v1,0.84375,4.39E-07,32,187,124,63,5,27
6955,RMDQ20_v1,RMDQ2_v1,0.842105263,1.82E-08,38,181,123,58,6,32
6956,RMDQ21_v1,RMDQ2_v1,0.916666667,6.17E-15,48,171,125,46,4,44
6957,RMDQ22_v1,RMDQ2_v1,0.789473684,1.06E-06,38,181,121,60,8,30
6958,RMDQ23_v1,RMDQ2_v1,0.810810811,3.53E-07,37,182,122,60,7,30
6959,RMDQ24_v1,RMDQ2_v1,0.885714286,3.20E-09,35,184,125,59,4,31
6961,DN4 - Sensação de frio dolorosa,RMDQ2_v1,0.234042553,0.030275437,47,160,89,71,36,11
6965,DN4 - Adormecimento,RMDQ2_v1,0.508474576,0.022231549,58,150,98,52,28,30
6976,Analgésicos,RMDQ3_v1,0.415492958,0.006358286,142,57,45,12,83,59
6994,D16,RMDQ3_v1,0.6,0.001671446,20,98,74,24,8,12
6997,D19,RMDQ3_v1,0.666666667,0.048334722,6,112,80,32,2,4
7010,Lombalgia,D46,0.532258065,1.80E-09,62,74,69,5,29,33
7017,D37,RMDQ3_v1,0.571428571,0.003459096,21,97,73,24,9,12
7019,D39,RMDQ3_v1,0.714285714,0.000397102,14,104,78,26,4,10
7037,RMDQ1_v1,RMDQ3_v1,0.564705882,8.14E-07,85,134,104,30,37,48
7038,RMDQ2_v1,RMDQ3_v1,0.588888889,6.35E-09,90,129,104,25,37,53
7039,RMDQ3_v1,RMDQ3_v1,1,5.47E-50,80,141,141,0,0,80
7040,RMDQ4_v1,RMDQ3_v1,0.945454545,2.78E-25,55,166,138,28,3,52
7041,RMDQ5_v1,RMDQ3_v1,0.98630137,6.61E-42,73,148,140,8,1,72
7042,RMDQ6_v1,RMDQ3_v1,0.929824561,3.95E-25,57,164,137,27,4,53
7043,RMDQ7_v1,RMDQ3_v1,0.871794872,1.86E-13,39,181,136,45,5,34
7044,RMDQ8_v1,RMDQ3_v1,1,0.000118444,8,212,141,71,0,8
7045,RMDQ9_v1,RMDQ3_v1,0.941176471,1.42E-14,34,186,139,47,2,32
7046,RMDQ10_v1,RMDQ3_v1,0.825,1.12E-11,40,180,134,46,7,33
7047,RMDQ11_v1,RMDQ3_v1,0.880952381,4.59E-15,42,178,136,42,5,37
7048,RMDQ12_v1,RMDQ3_v1,0.840909091,9.45E-14,44,176,134,42,7,37
7049,RMDQ13_v1,RMDQ3_v1,0.826086957,1.14E-13,46,174,133,41,8,38
7050,RMDQ14_v1,RMDQ3_v1,0.755102041,5.59E-11,49,171,129,42,12,37
7051,RMDQ15_v1,RMDQ3_v1,0.870967742,1.46E-10,31,189,137,52,4,27
7052,RMDQ16_v1,RMDQ3_v1,0.864864865,2.04E-12,37,183,136,47,5,32
7053,RMDQ17_v1,RMDQ3_v1,0.836734694,2.67E-15,49,171,133,38,8,41
7054,RMDQ18_v1,RMDQ3_v1,0.916666667,2.43E-14,36,184,138,46,3,33
7055,RMDQ19_v1,RMDQ3_v1,0.9375,1.61E-13,32,188,139,49,2,30
7056,RMDQ20_v1,RMDQ3_v1,0.868421053,6.22E-13,38,182,136,46,5,33
7057,RMDQ21_v1,RMDQ3_v1,0.854166667,6.16E-16,48,172,134,38,7,41
7058,RMDQ22_v1,RMDQ3_v1,0.973684211,3.86E-18,38,182,140,42,1,37
7059,RMDQ23_v1,RMDQ3_v1,0.891891892,1.29E-13,37,183,137,46,4,33
7060,RMDQ24_v1,RMDQ3_v1,0.942857143,4.14E-15,35,185,139,46,2,33
7062,DN4 - Sensação de frio dolorosa,RMDQ3_v1,0.489361702,0.014995913,47,161,113,48,24,23
7068,DH4 - Hipoestesia ao toque,RMDQ3_v1,0.714285714,0.042495037,7,205,135,70,2,5
7073,Aposentado,RMDQ4_v1,0.411764706,0.042074684,34,150,114,36,20,14
7081,Retornar_trabalho,RMDQ4_v1,0.45,0.041278471,20,168,128,40,11,9
7090,Livrar_costas,RMDQ4_v1,0.296296296,0.048280755,108,16,15,1,76,32
7097,D18,RMDQ4_v1,0.461538462,0.026127422,13,105,85,20,7,6
7108,D28,RMDQ4_v1,0.6,0.03634271,5,113,90,23,2,3
7120,D39,RMDQ4_v1,0.5,0.007162535,14,104,85,19,7,7
7125,D43,RMDQ4_v1,1,0.00729467,2,116,92,24,0,2
7131,D49,RMDQ4_v1,0,0.042159773,13,105,79,26,13,0
7138,RMDQ1_v1,RMDQ4_v1,0.317647059,0.024980332,85,134,108,26,58,27
7139,RMDQ2_v1,RMDQ4_v1,0.344444444,0.002816443,90,129,107,22,59,31
7140,RMDQ3_v1,RMDQ4_v1,0.65,2.78E-25,80,141,138,3,28,52
7141,RMDQ4_v1,RMDQ4_v1,1,5.47E-50,55,166,166,0,0,55
7142,RMDQ5_v1,RMDQ4_v1,0.643835616,1.46E-21,73,148,140,8,26,47
7143,RMDQ6_v1,RMDQ4_v1,0.561403509,2.37E-10,57,164,141,23,25,32
7145,RMDQ8_v1,RMDQ4_v1,0.875,2.50E-05,8,212,165,47,1,7
7148,RMDQ11_v1,RMDQ4_v1,0.428571429,0.002171792,42,178,142,36,24,18
7149,RMDQ12_v1,RMDQ4_v1,0.363636364,0.04169107,44,176,138,38,28,16
7150,RMDQ13_v1,RMDQ4_v1,0.369565217,0.027852265,46,174,137,37,29,17
7151,RMDQ14_v1,RMDQ4_v1,0.367346939,0.024522305,49,171,135,36,31,18
7154,RMDQ17_v1,RMDQ4_v1,0.387755102,0.008655614,49,171,136,35,30,19
7158,RMDQ21_v1,RMDQ4_v1,0.458333333,0.000106234,48,172,140,32,26,22
7159,RMDQ22_v1,RMDQ4_v1,0.394736842,0.018724428,38,182,143,39,23,15
7163,DN4 - Sensação de frio dolorosa,RMDQ4_v1,0.361702128,0.00286381,47,161,135,26,30,17
7178,Analgésicos,RMDQ5_v1,0.387323944,0.003959426,142,57,47,10,87,55
7182,Retornar_trabalho,RMDQ5_v1,0.6,0.007933886,20,168,117,51,8,12
7196,D16,RMDQ5_v1,0.65,5.14E-05,20,98,78,20,7,13
7210,D29,RMDQ5_v1,0.404761905,0.024398893,42,76,60,16,25,17
7212,Lombalgia,D32,0.548387097,3.40E-11,62,74,71,3,28,34
7214,D32,RMDQ5_v1,0.432432432,0.012456296,37,81,64,17,21,16
7219,D37,RMDQ5_v1,0.619047619,0.000132448,21,97,77,20,8,13
7221,D39,RMDQ5_v1,0.785714286,7.00E-06,14,104,82,22,3,11
7229,D46,RMDQ5_v1,0.432432432,0.012456296,37,81,64,17,21,16
7231,D48,RMDQ5_v1,0.461538462,0.019280311,26,92,71,21,14,12
7239,RMDQ1_v1,RMDQ5_v1,0.529411765,2.39E-06,85,134,107,27,40,45
7240,RMDQ2_v1,RMDQ5_v1,0.544444444,7.66E-08,90,129,106,23,41,49
7241,RMDQ3_v1,RMDQ5_v1,0.9,6.61E-42,80,141,140,1,8,72
7242,RMDQ4_v1,RMDQ5_v1,0.854545455,1.46E-21,55,166,140,26,8,47
7243,RMDQ5_v1,RMDQ5_v1,1,5.47E-50,73,148,148,0,0,73
7244,RMDQ6_v1,RMDQ5_v1,0.947368421,1.35E-30,57,164,145,19,3,54
7245,RMDQ7_v1,RMDQ5_v1,0.897435897,5.95E-17,39,181,144,37,4,35
7246,RMDQ8_v1,RMDQ5_v1,1,3.61E-05,8,212,148,64,0,8
7247,RMDQ9_v1,RMDQ5_v1,0.941176471,1.07E-16,34,186,146,40,2,32
7248,RMDQ10_v1,RMDQ5_v1,0.85,6.73E-15,40,180,142,38,6,34
7249,RMDQ11_v1,RMDQ5_v1,0.904761905,7.49E-19,42,178,144,34,4,38
7250,RMDQ12_v1,RMDQ5_v1,0.863636364,2.30E-17,44,176,142,34,6,38
7251,RMDQ13_v1,RMDQ5_v1,0.782608696,1.35E-13,46,174,138,36,10,36
7252,RMDQ14_v1,RMDQ5_v1,0.755102041,4.50E-13,49,171,136,35,12,37
7253,RMDQ15_v1,RMDQ5_v1,0.870967742,3.39E-12,31,189,144,45,4,27
7254,RMDQ16_v1,RMDQ5_v1,0.864864865,2.15E-14,37,183,143,40,5,32
7255,RMDQ17_v1,RMDQ5_v1,0.836734694,6.65E-18,49,171,140,31,8,41
7256,RMDQ18_v1,RMDQ5_v1,0.916666667,1.71E-16,36,184,145,39,3,33
7257,RMDQ19_v1,RMDQ5_v1,0.96875,5.96E-17,32,188,147,41,1,31
7258,RMDQ20_v1,RMDQ5_v1,0.894736842,2.47E-16,38,182,144,38,4,34
7259,RMDQ21_v1,RMDQ5_v1,0.875,5.88E-20,48,172,142,30,6,42
7260,RMDQ22_v1,RMDQ5_v1,1,2.55E-22,38,182,148,34,0,38
7261,RMDQ23_v1,RMDQ5_v1,0.918918919,4.11E-17,37,183,145,38,3,34
7262,RMDQ24_v1,RMDQ5_v1,0.971428571,8.24E-19,35,185,147,38,1,34
7267,DN4 - Alfinetada e agulhada,RMDQ5_v1,0.419354839,0.047995804,62,150,108,42,36,26
7268,DN4 - Adormecimento,RMDQ5_v1,0.440677966,0.025634363,59,150,108,42,33,26
7279,Analgésicos,RMDQ6_v1,0.295774648,0.043993117,142,57,48,9,100,42
7281,Dor nas costas,RMDQ6_v1,0.298387097,0.041292104,124,67,56,11,87,37
7283,Retornar_trabalho,RMDQ6_v1,0.45,0.03466901,20,168,129,39,11,9
7291,X6,RMDQ6_v1,0.583333333,0.008912245,12,171,130,41,5,7
7297,D16,RMDQ6_v1,0.5,0.003757757,20,98,79,19,10,10
7306,D24,RMDQ6_v1,0.083333333,0.03837877,24,94,67,27,22,2
7313,Lombalgia,DN4 - Queimação,0.553571429,0.030217085,56,62,40,22,25,31
7320,D37,RMDQ6_v1,0.476190476,0.006827836,21,97,78,19,11,10
7322,D39,RMDQ6_v1,0.571428571,0.002572071,14,104,83,21,6,8
7327,D43,RMDQ6_v1,1,0.012463179,2,116,89,27,0,2
7340,RMDQ1_v1,RMDQ6_v1,0.352941176,0.026455748,85,134,108,26,55,30
7341,RMDQ2_v1,RMDQ6_v1,0.344444444,0.035376337,90,129,104,25,59,31
7342,RMDQ3_v1,RMDQ6_v1,0.6625,3.95E-25,80,141,137,4,27,53
7343,RMDQ4_v1,RMDQ6_v1,0.581818182,2.37E-10,55,166,141,25,23,32
7344,RMDQ5_v1,RMDQ6_v1,0.739726027,1.35E-30,73,148,145,3,19,54
7345,RMDQ6_v1,RMDQ6_v1,1,5.47E-50,57,164,164,0,0,57
7346,RMDQ7_v1,RMDQ6_v1,0.846153846,8.70E-21,39,181,158,23,6,33
7347,RMDQ8_v1,RMDQ6_v1,0.875,4.06E-05,8,212,163,49,1,7
7348,RMDQ9_v1,RMDQ6_v1,0.970588235,1.92E-25,34,186,163,23,1,33
7349,RMDQ10_v1,RMDQ6_v1,0.875,2.30E-23,40,180,159,21,5,35
7350,RMDQ11_v1,RMDQ6_v1,0.928571429,7.30E-29,42,178,161,17,3,39
7351,RMDQ12_v1,RMDQ6_v1,0.886363636,5.51E-27,44,176,159,17,5,39
7352,RMDQ13_v1,RMDQ6_v1,0.804347826,6.23E-22,46,174,155,19,9,37
7353,RMDQ14_v1,RMDQ6_v1,0.693877551,1.17E-15,49,171,149,22,15,34
7354,RMDQ15_v1,RMDQ6_v1,0.870967742,1.89E-17,31,189,160,29,4,27
7355,RMDQ16_v1,RMDQ6_v1,0.891891892,1.70E-22,37,183,160,23,4,33
7356,RMDQ17_v1,RMDQ6_v1,0.795918367,5.75E-23,49,171,154,17,10,39
7357,RMDQ18_v1,RMDQ6_v1,0.916666667,2.01E-23,36,184,161,23,3,33
7358,RMDQ19_v1,RMDQ6_v1,0.96875,1.09E-23,32,188,163,25,1,31
7359,RMDQ20_v1,RMDQ6_v1,0.973684211,4.62E-29,38,182,163,19,1,37
7360,RMDQ21_v1,RMDQ6_v1,0.729166667,1.37E-17,48,172,151,21,13,35
7361,RMDQ22_v1,RMDQ6_v1,1,4.20E-31,38,182,164,18,0,38
7362,RMDQ23_v1,RMDQ6_v1,0.918918919,2.64E-24,37,183,161,22,3,34
7363,RMDQ24_v1,RMDQ6_v1,1,2.44E-28,35,185,164,21,0,35
7368,DN4 - Alfinetada e agulhada,RMDQ6_v1,0.370967742,0.004291836,62,150,122,28,39,23
7369,DN4 - Adormecimento,RMDQ6_v1,0.372881356,0.006522893,59,150,121,29,37,22
7371,DH4 - Hipoestesia ao toque,RMDQ6_v1,0.571428571,0.037279133,7,205,158,47,3,4
7372,DN4 - Hipoestesia a picada de agulha,RMDQ6_v1,0.571428571,0.037279133,7,205,158,47,3,4
7373,DN4 - Escovação,RMDQ6_v1,0.666666667,0.013242004,6,206,159,47,2,4
7374,Fuma,RMDQ7_v1,0.333333333,0.015589297,36,147,124,23,24,12
7379,Aposentado_Invalidez,RMDQ7_v1,0.5,0.01849634,8,171,142,29,4,4
7380,Analgésicos,RMDQ7_v1,0.226950355,0.009606303,141,57,53,4,109,32
7382,Dor nas costas,RMDQ7_v1,0.227642276,0.017662644,123,67,61,6,95,28
7402,D2,RMDQ7_v1,0.5,0.010423862,8,109,93,16,4,4
7419,D35,RMDQ7_v1,1,0.026984377,1,116,97,19,0,1
7424,D4,RMDQ7_v1,0.666666667,0.020853932,3,114,96,18,1,2
7435,D5,RMDQ7_v1,0.666666667,0.020853932,3,114,96,18,1,2
7437,D51,RMDQ7_v1,1,0.026984377,1,116,97,19,0,1
7438,D52,RMDQ7_v1,1,0.026984377,1,116,97,19,0,1
7439,D53,RMDQ7_v1,1,0.026984377,1,116,97,19,0,1
7440,D9,RMDQ7_v1,1,0.026984377,1,116,97,19,0,1
7441,RMDQ1_v1,RMDQ7_v1,0.388235294,6.58E-10,85,134,128,6,52,33
7442,RMDQ2_v1,RMDQ7_v1,0.388888889,6.98E-11,90,129,125,4,55,35
7443,RMDQ3_v1,RMDQ7_v1,0.430379747,1.86E-13,79,141,136,5,45,34
7445,RMDQ5_v1,RMDQ7_v1,0.486111111,5.95E-17,72,148,144,4,37,35
7446,RMDQ6_v1,RMDQ7_v1,0.589285714,8.70E-21,56,164,158,6,23,33
7447,RMDQ7_v1,RMDQ7_v1,1,9.04E-50,39,181,181,0,0,39
7448,RMDQ8_v1,RMDQ7_v1,1,5.39E-10,8,212,181,31,0,8
7449,RMDQ9_v1,RMDQ7_v1,0.970588235,1.25E-39,34,186,180,6,1,33
7450,RMDQ10_v1,RMDQ7_v1,0.825,1.93E-32,40,180,174,6,7,33
7451,RMDQ11_v1,RMDQ7_v1,0.785714286,1.69E-30,42,178,172,6,9,33
7452,RMDQ12_v1,RMDQ7_v1,0.818181818,1.47E-35,44,176,173,3,8,36
7453,RMDQ13_v1,RMDQ7_v1,0.717391304,4.01E-27,46,174,168,6,13,33
7454,RMDQ14_v1,RMDQ7_v1,0.714285714,6.07E-29,49,171,167,4,14,35
7455,RMDQ15_v1,RMDQ7_v1,0.870967742,1.02E-27,31,189,177,12,4,27
7456,RMDQ16_v1,RMDQ7_v1,0.864864865,3.23E-33,37,183,176,7,5,32
7457,RMDQ17_v1,RMDQ7_v1,0.632653061,2.87E-21,49,171,163,8,18,31
7458,RMDQ18_v1,RMDQ7_v1,0.861111111,7.24E-32,36,184,176,8,5,31
7459,RMDQ19_v1,RMDQ7_v1,0.96875,7.42E-37,32,188,180,8,1,31
7460,RMDQ20_v1,RMDQ7_v1,0.868421053,1.39E-34,38,182,176,6,5,33
7461,RMDQ21_v1,RMDQ7_v1,0.6875,1.21E-25,48,172,166,6,15,33
7462,RMDQ22_v1,RMDQ7_v1,0.842105263,3.97E-32,38,182,175,7,6,32
7463,RMDQ23_v1,RMDQ7_v1,0.864864865,3.23E-33,37,183,176,7,5,32
